"ocid","id","initiationType","buyer_id","buyer_name","language","date","tag"
"ocds-5wno2w-CE-20230002330433-43664","CE-20230002330433-43664-2023-02-08T04:11:13.033Z","tender","EC-RUC-0968533430001","UNIVERSIDAD ESTATAL DE MILAGRO","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330434-43664","CE-20230002330434-43664-2023-02-08T04:11:13.048Z","tender","EC-RUC-0968533430001","UNIVERSIDAD ESTATAL DE MILAGRO","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330435-271329","CE-20230002330435-271329-2023-02-08T04:11:13.066Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330436-271329","CE-20230002330436-271329-2023-02-08T04:11:13.081Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330437-271329","CE-20230002330437-271329-2023-02-08T04:11:13.090Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330438-271329","CE-20230002330438-271329-2023-02-08T04:11:13.102Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330439-271329","CE-20230002330439-271329-2023-02-08T04:11:13.112Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330440-271329","CE-20230002330440-271329-2023-02-08T04:11:13.127Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330441-271329","CE-20230002330441-271329-2023-02-08T04:11:13.137Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330442-271329","CE-20230002330442-271329-2023-02-08T04:11:13.149Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330443-271329","CE-20230002330443-271329-2023-02-08T04:11:13.162Z","tender","EC-RUC-0360027190001","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO AMBIENTAL DEL CANTON AZOGUES","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330580-18771","CE-20230002330580-18771-2023-02-08T04:11:13.172Z","tender","EC-RUC-1360007210001","DIRECCIÓN DISTRITAL 13D 05 - EL CARMEN - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330584-51587","CE-20230002330584-51587-2023-02-08T04:11:13.192Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330585-51587","CE-20230002330585-51587-2023-02-08T04:11:13.221Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330586-51587","CE-20230002330586-51587-2023-02-08T04:11:13.237Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330587-51587","CE-20230002330587-51587-2023-02-08T04:11:13.252Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330588-51587","CE-20230002330588-51587-2023-02-08T04:11:13.274Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330589-51587","CE-20230002330589-51587-2023-02-08T04:11:13.297Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330590-51587","CE-20230002330590-51587-2023-02-08T04:11:13.316Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330591-51587","CE-20230002330591-51587-2023-02-08T04:11:13.327Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330592-51587","CE-20230002330592-51587-2023-02-08T04:11:13.338Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330593-51587","CE-20230002330593-51587-2023-02-08T04:11:13.358Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330594-51587","CE-20230002330594-51587-2023-02-08T04:11:13.378Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330595-51587","CE-20230002330595-51587-2023-02-08T04:11:13.393Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330596-51587","CE-20230002330596-51587-2023-02-08T04:11:13.411Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330795-18608","CE-20230002330795-18608-2023-02-08T04:11:13.697Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330597-51587","CE-20230002330597-51587-2023-02-08T04:11:13.434Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330598-51587","CE-20230002330598-51587-2023-02-08T04:11:13.453Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330667-49716","CE-20230002330667-49716-2023-02-08T04:11:13.473Z","tender","EC-RUC-1791825187001","CORPORACION ACCION SOCIAL Y COMUNITARIA DE RUMIÑAHUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330689-49716","CE-20230002330689-49716-2023-02-08T04:11:13.492Z","tender","EC-RUC-1791825187001","CORPORACION ACCION SOCIAL Y COMUNITARIA DE RUMIÑAHUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330720-93558","CE-20230002330720-93558-2023-02-08T04:11:13.506Z","tender","EC-RUC-0660828650001","CENTRO DE SALUD B - ALAUSI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330780-117858","CE-20230002330780-117858-2023-02-08T04:11:13.521Z","tender","EC-RUC-0760004840001","DIRECCION DISTRITAL 07D04-BALSAS-MARCABELI-PIÑAS-SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330781-18608","CE-20230002330781-18608-2023-02-08T04:11:13.536Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330782-18608","CE-20230002330782-18608-2023-02-08T04:11:13.551Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330783-18608","CE-20230002330783-18608-2023-02-08T04:11:13.562Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330784-18608","CE-20230002330784-18608-2023-02-08T04:11:13.576Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330785-18608","CE-20230002330785-18608-2023-02-08T04:11:13.584Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330786-18608","CE-20230002330786-18608-2023-02-08T04:11:13.601Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330787-18608","CE-20230002330787-18608-2023-02-08T04:11:13.609Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330788-18608","CE-20230002330788-18608-2023-02-08T04:11:13.623Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330789-18608","CE-20230002330789-18608-2023-02-08T04:11:13.634Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330790-18608","CE-20230002330790-18608-2023-02-08T04:11:13.644Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330791-18608","CE-20230002330791-18608-2023-02-08T04:11:13.661Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330792-18608","CE-20230002330792-18608-2023-02-08T04:11:13.672Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330793-18608","CE-20230002330793-18608-2023-02-08T04:11:13.680Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330794-18608","CE-20230002330794-18608-2023-02-08T04:11:13.688Z","tender","EC-RUC-0968504760001","DIRECCION DISTRITAL 09D19 - DAULE - NOBOL - SANTA LUCIA - SALUD","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330814-51587","CE-20230002330814-51587-2023-02-08T04:11:13.731Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330815-51587","CE-20230002330815-51587-2023-02-08T04:11:13.744Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330816-51587","CE-20230002330816-51587-2023-02-08T04:11:13.760Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330817-51587","CE-20230002330817-51587-2023-02-08T04:11:13.776Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330818-51587","CE-20230002330818-51587-2023-02-08T04:11:13.791Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330819-51587","CE-20230002330819-51587-2023-02-08T04:11:13.809Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330820-51587","CE-20230002330820-51587-2023-02-08T04:11:13.824Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330821-51587","CE-20230002330821-51587-2023-02-08T04:11:13.838Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330822-51587","CE-20230002330822-51587-2023-02-08T04:11:13.852Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330823-51587","CE-20230002330823-51587-2023-02-08T04:11:13.870Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330824-51587","CE-20230002330824-51587-2023-02-08T04:11:13.888Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330825-51587","CE-20230002330825-51587-2023-02-08T04:11:13.905Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330826-51587","CE-20230002330826-51587-2023-02-08T04:11:13.925Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330827-51587","CE-20230002330827-51587-2023-02-08T04:11:13.944Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330828-51587","CE-20230002330828-51587-2023-02-08T04:11:13.958Z","tender","EC-RUC-1768132450001","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330829-585764","CE-20230002330829-585764-2023-02-08T04:11:13.973Z","tender","EC-RUC-0760051410001","EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD MACHALA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330841-403092","CE-20230002330841-403092-2023-02-08T04:11:13.993Z","tender","EC-RUC-2360003540001","CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTO DOMINGO","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330842-72588","CE-20230002330842-72588-2023-02-08T04:11:14.015Z","tender","EC-RUC-1865024420001","CENTRO DE SALUD A - BAÑOS","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330843-840618","CE-20230002330843-840618-2023-02-08T04:11:14.035Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330844-840618","CE-20230002330844-840618-2023-02-08T04:11:14.052Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330845-840618","CE-20230002330845-840618-2023-02-08T04:11:14.069Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330846-840618","CE-20230002330846-840618-2023-02-08T04:11:14.086Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330847-840618","CE-20230002330847-840618-2023-02-08T04:11:14.098Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330848-840618","CE-20230002330848-840618-2023-02-08T04:11:14.114Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330849-840618","CE-20230002330849-840618-2023-02-08T04:11:14.130Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330850-840618","CE-20230002330850-840618-2023-02-08T04:11:14.146Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330851-840618","CE-20230002330851-840618-2023-02-08T04:11:14.159Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330852-840618","CE-20230002330852-840618-2023-02-08T04:11:14.175Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330853-840618","CE-20230002330853-840618-2023-02-08T04:11:14.189Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330854-840618","CE-20230002330854-840618-2023-02-08T04:11:14.205Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330855-840618","CE-20230002330855-840618-2023-02-08T04:11:14.217Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330856-840618","CE-20230002330856-840618-2023-02-08T04:11:14.228Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330857-840618","CE-20230002330857-840618-2023-02-08T04:11:14.235Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330858-840618","CE-20230002330858-840618-2023-02-08T04:11:14.246Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330859-840618","CE-20230002330859-840618-2023-02-08T04:11:14.259Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330860-840618","CE-20230002330860-840618-2023-02-08T04:11:14.272Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330861-840618","CE-20230002330861-840618-2023-02-08T04:11:14.286Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330864-840618","CE-20230002330864-840618-2023-02-08T04:11:14.318Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330865-840618","CE-20230002330865-840618-2023-02-08T04:11:14.331Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330866-840618","CE-20230002330866-840618-2023-02-08T04:11:14.341Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330867-840618","CE-20230002330867-840618-2023-02-08T04:11:14.361Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330868-840618","CE-20230002330868-840618-2023-02-08T04:11:14.372Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330869-840618","CE-20230002330869-840618-2023-02-08T04:11:14.388Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330870-840618","CE-20230002330870-840618-2023-02-08T04:11:14.406Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330871-840618","CE-20230002330871-840618-2023-02-08T04:11:14.420Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330872-840618","CE-20230002330872-840618-2023-02-08T04:11:14.434Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
"ocds-5wno2w-CE-20230002330873-840618","CE-20230002330873-840618-2023-02-08T04:11:14.450Z","tender","EC-RUC-0160062700001","CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA","es","2023-02-07T00:00:00-05:00","[""tender"",""award"",""contract""]"
