"ocid","id","rationale","budget_id","budget_description","budget_amount","budget_currency"
"ocds-5wno2w-SIE-GADMCA-02-2023-3680","SIE-GADMCA-02-2023-3680-2023-02-14T10:32:47.311Z","ADQUISICIÓN DE MATERIALES, PARA LA CONSTRUCCIÓN DE CENTRO DE CAPACITACIÓN EN LA COMUNIDAD DE SANTA CECILIA, PARROQUIA TIXÁN, CANTÓN ALAUSÍ","73.08.11.2023.310.004.005.008","","",""
"ocds-5wno2w-SIE-GADMIS-005-2023-24339","SIE-GADMIS-005-2023-24339-2023-02-14T10:32:47.390Z","ADQUISICIÓN DE LUBRICANTES, FILTROS Y ADITIVOS PARA EL MANTENIMIENTO DE LA MAQUINARIA AGRÍCOLA DEL GADMIS","7.3.321.3.08.03","","",""
"ocds-5wno2w-SIE-GADMP-02-2023-45119","SIE-GADMP-02-2023-45119-2023-02-14T10:32:47.588Z","ADQUISICIÓN DE EQUIPOS PARA EL FAENAMIENTO DENTRO DEL CAMAL MUNICIPAL.","3.2.0.8.4.01.04.01","","",""
"ocds-5wno2w-SIE-GADMLT-004-2023-2670","SIE-GADMLT-004-2023-2670-2023-03-01T11:25:26.999Z-compiled","“SERVICIO DE SEGURIDAD, PROTECCIÓN Y RESGUARDO DE LAS INSTALACIONES DEL TERMINAL TERRESTRE DEL CANTÓN LA TRONCAL”","317302080","","",""
"ocds-5wno2w-SIE-HEJCA-B12-2023-87497","SIE-HEJCA-B12-2023-87497-2023-02-14T10:32:47.234Z","ADQUISICIÓN DE MICROGUIAS VARIAS MEDIDAS, SEGÚN ESPECIFICACIONES TÉCNICAS B-12, ANEXADO.","530833","","",""
"ocds-5wno2w-SIE-HGMS-010-2023-899249","SIE-HGMS-010-2023-899249-2023-02-14T10:32:47.399Z","ADQUISICION DE MEDICAMENTOS GRUPO J MEDICAMENTOS ORALES PARA EL HOSPITAL GENERAL MONTE SINAI","2023.320.9006.0000.90.00.000.001.000.0901.530809.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-HGNDC-0002-2023-2703","SIE-HGNDC-0002-2023-2703-2023-02-14T10:32:47.375Z","ADQUISICIÓN PARA DETERMINACIONES DE GASOMETRIA ARTERIAL CON JERINGA HEPARINIZADA CON APOYO TECNOLOGICO PARA LABORATORIO CLINICO DEL HOSPITAL GENERAL DE CHONE DR NAPOLEÓN DÁVILA CÓRDOVA","2023.320.1333.0000.90.00.000.004.000.1303.530810.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-HPDA-05-2023-2728","SIE-HPDA-05-2023-2728-2023-02-14T10:32:47.098Z","“ADQUISICIÓN DEL DISPOSITIVO MEDICO DISPOSITIVO MEDICO AGUJA ESPINAL 27 G, AGUJA ESPINAL 25 G, PARA LA FARMACIA DEL HOSPITAL GENERAL DOCENTE AMBATO”","2023.320.1460.0000.90.00.000.001.000.1801.530826.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-HVCM-001-2023-12070","SIE-HVCM-001-2023-12070-2023-02-14T10:32:47.368Z","ADQUISICIÓN DE PAÑAL ADULTO TIPO CALZON TALLA “L“ X UNIDADES","2023.320.1000.0000.90.00.000.004.000.0101.530802.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-MDMQ-UBA-01-2023-41357","SIE-MDMQ-UBA-01-2023-41357-2023-02-14T10:32:47.504Z","ADQUISICION DE QUIROFANOS MOVILES PARA ESTERILIZACION DE ANIMALES DE COMPANIA - UBA","840105","","",""
"ocds-5wno2w-SIE-PR-001-2023-1468","SIE-PR-001-2023-1468-2023-02-14T10:32:47.601Z","Servicio de transporte para los servidores de la Presidencia de la República","2023.020.9999.0000.01.00.000.001.000.1701.530201.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-RE-09D15-06-2023-152128","SIE-RE-09D15-06-2023-152128-2023-02-14T10:32:47.200Z","ADQUISICIÓN DE DISPOSITIVOS MÉDICOS DE USO GENERAL (BIENES ESTRATEGICOS EN SALUD) DE ACTA MULTIDISCIPLINARIO NRO. 3 2022 PARA EL DISTRITO DE SALUD 09D15 EL EMPALME","2023.320.1219.0000.90.00.000.003.000.0908.530826.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-RE-HEJCA-B-35-23-87497","SIE-RE-HEJCA-B-35-23-87497-2023-02-14T10:32:47.445Z","ADQUISICIÓN DE MANTA TÉRMICA PARA CALENTAMIENTO POST OPERATORIO, ADULTO","530826","","",""
"ocds-5wno2w-SIE-RE-HGM-002-2023-57617","SIE-RE-HGM-002-2023-57617-2023-02-14T10:32:47.581Z","ADQUISICIÓN DE MEDICAMENTOS PROGRAMACIÓN 2023 GRUPO D (DERMATOLOGICOS). - ACTA DEL COMITÉ DE FARMACIA Y TERAPÉUTICA 001- 2023.","530809","","",""
"ocds-5wno2w-SIE-GADMUR-002-2023-2485","SIE-GADMUR-002-2023-2485-2023-02-14T10:32:47.113Z","IMPLEMENTACIÓN DE SEÑALIZACIÓN Y SEÑALÉTICA DE TRÁNSITO EN LAS PRINCIPALES INTERSECCIONES CONFLICTIVAS - ADQUISICIÓN DE PINTURA PARA SEÑALÉTICA HORIZONTAL EN CALLES Y AVENIDAS DEL CANTÓN","73.08.11","","",""
"ocds-5wno2w-SIE-GADMSPH-01-2023-121064","SIE-GADMSPH-01-2023-121064-2023-03-02T10:43:07.957Z-compiled","TOMA DE MUESTRAS Y ANÁLISIS DE AGUAS EN UN LABORATORIO ACREDITADO POR EL SAE PARA LOS SISTEMAS DE TRATAMIENTO DE AGUAS DEL CANTON SAN PEDRO DE HUACA","7.3.06.09.001","","",""
"ocds-5wno2w-SIE-GADPR-L-003-2023-115927","SIE-GADPR-L-003-2023-115927-2023-02-14T10:32:47.154Z","ADQUISICION DE UNA MAQUINA RETROEXCAVADORA PARA EL PLAN DE MANTENIMIENTO VIAL DE LA PARROQUIA RURAL DE LITA, CANTON IBARRA, PROVINCIA DE IMBABURA","840104","","",""
"ocds-5wno2w-SIE-GADPRLB-2023-002-114228","SIE-GADPRLB-2023-002-114228-2023-03-02T10:43:07.320Z-compiled","ADQUISICIÓN DE KITS ALIMENTICIOS PARA ADULTOS MAYORES Y PERSONAS CON DISCAPACIDAD PERTENECIENTES A LA PARROQUIA LA BELLEZA","730801","","",""
"ocds-5wno2w-SIE-GADPRSC-002-2023-99213","SIE-GADPRSC-002-2023-99213-2023-03-02T10:43:05.637Z-compiled","“Adquisición de aves de postura y aves de doble propósito para Fortalecer la Producción Agropecuaria de la Parroquia San Cristóbal”","73.15.12","","",""
"ocds-5wno2w-SIE-GADPTO-001-2023-91960","SIE-GADPTO-001-2023-91960-2023-02-14T10:32:47.455Z","“ADQUISICIÓN DE INSUMOS PECUARIOS PARA EL MEJORAMIENTO GENÉTICO DE GANADO, PIE DE CRIAS DE CUYES Y POLLOS PARA MEJORAR LA RAZA GENÉTICA DE LOS ANIMALES MAYORES Y MENORES EN LAS COMUNIDADES DE LA PARROQUIA TOMEBAMBA DE LA PROVINCIA DEL AZUAY EN EL MARCO DEL CONVENIO 0148-2022”","73.08.14","","",""
"ocds-5wno2w-SIE-HAGP-009-2023-17993","SIE-HAGP-009-2023-17993-2023-02-14T10:32:47.532Z","CONTRATACIÓN DE PROVISIÓN DEL SERVICIO EXTERNALIZADO DEL SUMINISTRO DE GASES MEDICINALES Y NO MEDICINALES PARA EL HOSPITAL DE ESPECIALIDADES GUAYAQUIL “DR. ABEL GILBERT PONTÓN” PARA UN PERIODO DE 10 MESES","2023.320.1192.0000.90.00.000.005.000.0901.530809.000000.001.0000.0000","","",""
"ocds-5wno2w-SIE-GADPSE-001-2023-30375","SIE-GADPSE-001-2023-30375-2023-03-02T10:43:10.790Z-compiled","ADQUISICIÓN DE LICENCIAS AUTOCAD Y CIVIL 3D PARA EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DE SANTA ELENA","A400.00.410.000.000.00.00.7.73.07.02","","",""
"ocds-5wno2w-CDC-002-GADPRSR-2023-119872","CDC-002-GADPRSR-2023-119872-2023-02-15T10:28:44.342Z-compiled","CONTRATACIÓN DE LA CONSULTORÍA PARA LA ELABORACIÓN DE LOS DISEÑOS DEFINITIVOS PARA LA CONSTRUCCIÓN E IMPLEMENTACIÓN DE UNA CANCHA DE CÉSPED SINTÉTICO, ILUMINACIÓN Y DRENAJE EN LA PARROQUIA SANTA ROSA - CANTÓN SANTA CRUZ - PROVINCIA DE GALÁPAGOS.","730605","","20000.00","USD"
"ocds-5wno2w-CDC-AAG-006-2023-27611","CDC-AAG-006-2023-27611-2023-02-15T10:28:43.927Z-compiled","LEVANTAMIENTO DE CAMPO Y MEDICION DE LA CALIDAD DE SERVICIOS OFRECIDOS POR DISTINTAS ENTIDADES QUE LABORAN EN EL AEROPUERTO JOSÉ JOAQUIN DE OLMEDO DE GUAYAQUIL Y LEVANTAMIENTO DE CAMPO PARA LAS ENCUESTAS ACI 2023","550575","","59400.00","USD"
"ocds-5wno2w-CDC-EPMAPS-001-2023-258814","CDC-EPMAPS-001-2023-258814-2023-02-15T10:29:21.446Z","AUDITORIA EXTERNA A LOS EEFF EPMAPS 2022","530602","","18000.00","USD"
"ocds-5wno2w-CDC-EPUPSE-002-2023-444379","CDC-EPUPSE-002-2023-444379-2023-03-02T10:43:14.733Z-compiled","IMPLEMENTACIÓN DE UN SISTEMA INTEGRADO DE CONTROL DE PAGOS EN LÍNEA PARA EL INSTITUTO DE POSTGRADO","530601","","24450.00","USD"
"ocds-5wno2w-CDC-GADPRC-001-2023.-142581","CDC-GADPRC-001-2023.-142581-2023-02-15T10:29:20.459Z","“CONTRATACIÒN DE UNA CONSULTORIA PARA REALIZAR EL SEGUIMIENTO Y EVALUACIÓN PLAN DE DESARROLLO Y ORDENAMIENTO TERRITORIAL (PDOT) 2019 - 2023  DEL GOBIERNO AUTÒNOMO DESCENTRALIZADO DE LA PARROQUIA RURAL DE CONONACO  DE CONFORMIDAD AL MARCO NORMATIVO NACIONAL VIGENTE“","730601","","8000.00","USD"
"ocds-5wno2w-LICSG-CBLT-001-2023-110175","LICSG-CBLT-001-2023-110175-2023-02-15T10:29:21.074Z","CONTRATACIÓN DE SEGURO DE VIDA Y ACCIDENTES PARA EL PERSONAL OPERATIVO Y ADMINISTRATIVO DEL CUERPO DE BOMBEROS LA TRONCAL","570201","","11926.50","USD"
"ocds-5wno2w-CDC-GADPAPG-01-2023-111731","CDC-GADPAPG-01-2023-111731-2023-02-18T10:52:57.193Z-compiled","FORTALECIMIENTO DE LAS CAPACIDADES DE ORGANIZACIÓN Y DESARROLLO EMPRESARIAL DE LOS EMPRENDEDORES DE LA PARROQUIA ÁNGEL PEDRO GILER, CANTÓN TOSAGUA, PROVINCIA MANABÍ","730613","","7520.00","USD"
"ocds-5wno2w-CDC-GADIPMC-01-2023-2472","CDC-GADIPMC-01-2023-2472-2023-03-02T10:43:19.017Z-compiled","ESTUDIOS PARA LA CONSTRUCCIÓN DE UN TUNEL PARA EL EMISARIO DEL SISTEMA DE ALCANTARILLADO DE LA PARROQUIA DE AYORA","14.03.300.310.730605.031.17.02.001","","6765.13","USD"
"ocds-5wno2w-COTB-EMAPASG-01-23-314601","COTB-EMAPASG-01-23-314601-2023-02-15T10:29:21.160Z","ADQUISICIÓN DE PAPELERAS PARA EL CENTRO CANTONAL, LAS ORILLAS DE LOS RÍOS SAN FRANCISCO Y SANTA BÁRBARA Y PARA CONTENEDORES EN EL AREA URBANA, RURAL, PERIFÉRICA DEL CANTÓN Y PARRILLAS PARA EL CENTRO CANTONAL","7.3.08.05","","113256.55","USD"
"ocds-5wno2w-COTB-EMAPASOSQ1-2023-820920","COTB-EMAPASOSQ1-2023-820920-2023-02-15T10:29:21.293Z","“ADQUISICIÓN DE INSUMO QUÍMICO (BLEND COAGULANTE-FLOCULANTE MÁS ACELERANTE DE SEDIMENTACIÓN) PARA LA POTABILIZACIÓN DE AGUA CRUDA EN LAS PLANTAS DE TRATAMIENTO QUININDÉ Y VICHE","7.3.08.19","","287015.00","USD"
"ocds-5wno2w-COTBS-GADMCET-01-23-49218","COTBS-GADMCET-01-23-49218-2023-02-15T10:28:42.269Z-compiled","ADQUISICIÓN DE COMBUSTIBLE PARA LOS VEHÍCULOS PESADOS, LIVIANOS, MAQUINARIAS Y EQUIPOS DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN EL TRIUNFO, PROVINCIA DEL GUAYAS","7.3.08.03","","104056.60","USD"
"ocds-5wno2w-COTO-GADMCB_001-2023-31291","COTO-GADMCB_001-2023-31291-2023-02-15T10:29:20.778Z","CONSTRUCCIÓN DE PAVIMENTO FLEXIBLE CON ASFALTO EN FRÍO DE E=2” EN LOS SECTORES:  6 DE SEPTIEMBRE, ROSITA PAREDES, LA POZA Y BARRIO COLIMES, DE LA ZONA URBANA DE LA CIUDAD DE BALZAR, PROVINCIA DEL GUAYAS","330.75.01.04.38","","286462.20","USD"
"ocds-5wno2w-COTO-GADMCP-001-2023-2345","COTO-GADMCP-001-2023-2345-2023-02-15T10:29:21.487Z","CONSTRUCCIÓN DEL PUENTE SOBRE EL RIO PINDO GRANDE, BARRIO LAS PALMAS","360.75.01.05.002","","767822.95","USD"
"ocds-5wno2w-MCBS-GADCCC-001-2023-4108","MCBS-GADCCC-001-2023-4108-2023-02-28T10:46:06.502Z-compiled","FOMENTO DE LA IDENTIDAD INTERCULTURAL, DEPORTIVA, RECREATIVA, SOCIAL Y TURISTICA A TRAVES DE MANIFESTACIONES BASADAS EN LAS COSTUMBRES Y TRADICIONES, ACTIVIDADES CULTURALES, ARTESANALES GASTRONOMICAS, TURISMO, DEPORTE Y RECREACION EN EL CANTON CENTINELA DEL CONDOR, FEBRERO 2023","211.7.3.02.05.03","","62195.00","USD"
"ocds-5wno2w-COTO-GADMUR-002-2023-2485","COTO-GADMUR-002-2023-2485-2023-02-15T10:29:21.039Z","MEJORAMIENTO Y MANTENIMIENTO DE EQUIPAMIENTOS DEPORTIVOS Y ÁREAS RECREATIVAS - CONSTRUCCIÓN DE CUBIERTA PARA MERCADO SAN SEBASTIÁN - SECTOR SANGOLQUÍ","75.01.07","","739908.05","USD"
"ocds-5wno2w-COTS-EPMAPSP-01-2023-340866","COTS-EPMAPSP-01-2023-340866-2023-02-15T10:29:21.190Z","ALQUILER DE MAQUINARIAS Y VEHÍCULOS DE CARGA PESADA QUE INCLUYAN OPERADORES, MANTENIMIENTO Y COMBUSTIBLE, PARA LAS REPARACIONES DE LOS SISTEMAS HIDROSANITARIOS DEL CANTÓN PORTOVIEJO","B300.005.630504.000","","217800.00","USD"
"ocds-5wno2w-COTS-GADMCM-01-2023-2742","COTS-GADMCM-01-2023-2742-2023-02-15T10:29:21.331Z","ADQUISICIÓN DE GASOLINA Y DIÉSEL PARA EL PARQUE AUTOMOTOR DEL GAD MUNICIPAL DEL CANTÓN MEJÍA","53.08.03","","178571.20","USD"
"ocds-5wno2w-COTS-GADMCEE-03-2023-40764","COTS-GADMCEE-03-2023-40764-2023-03-02T10:43:18.424Z-compiled","ADQUISICIÓN DE COMBUSTIBLE PARA LOS VEHÍCULOS DEL PARQUE AUTOMOTOR","7.3.3.6.08.03","","100000.00","USD"
"ocds-5wno2w-FONAG-SIE-002-2023-227909","FONAG-SIE-002-2023-227909-2023-02-15T10:29:21.204Z","servicio de migración y suscripción de licencias de Microsoft 365","1.01.06-ACTADF2023007T010","","",""
"ocds-5wno2w-LCC-GADMA-001-2023-2741","LCC-GADMA-001-2023-2741-2023-02-15T10:29:21.430Z","SERVICIO DE FISCALIZACIÓN DE LA CONSTRUCCIÓN DEL ALCANTARILLADO SANITARIO EN LOS BARRIOS SAN AGUSTIN Y BUENOS AIRES DE LA CIUDAD DE ARCHIDONA, CANTÓN ARCHIDONA, PROVINCIA DE NAPO","7.3.06.04.002","","116673.21","USD"
"ocds-5wno2w-LCC-GADMCC-002-2023-2532","LCC-GADMCC-002-2023-2532-2023-02-15T10:29:21.062Z","FISCALIZACIÓN DE LA REGENERACIÓN E INTERVENCIÓN URBANA EN VILLA LA UNIÓN DEL CANTÓN COLTA, PROVINCIA DE CHIMBORAZO”","7.5.01.04.03","","180846.77","USD"
"ocds-5wno2w-FONAG-CON-003-2023-227909","FONAG-CON-003-2023-227909-2023-03-01T11:25:29.887Z-compiled","CONSULTORÍA PARA FORTALECER EL PROCESO DE RECOLECCIÓN DE DATOS, EXTENDER Y AGREGAR NUEVAS TÉCNICAS Y MÉTODOS DE ANÁLISIS DE LOS DATOS OBTENIDOS DEL SISTEMA DE EVALUACIÓN","1.01.04-ACTPEA2023009T001","","12500.00","USD"
"ocds-5wno2w-LCC-GADMCS-01-2023-57127","LCC-GADMCS-01-2023-57127-2023-02-15T10:29:21.389Z","Fiscalización de Fase 2 de Adecentamiento y Mejoras del Centro de Asistencia Médica Municipal Santa Ana de la Cabecera Cantonal de Samborondón","7.3.06.04","","134023.80","USD"
"ocds-5wno2w-LCC-GADMSL-001-2023-86907","LCC-GADMSL-001-2023-86907-2023-02-15T10:29:21.024Z","“CONSULTORÍA PARA REALIZAR LOS ESTUDIOS Y DISEÑOS DEL SISTEMA DE ALCANTARILLADO SANITARIO PARA LAS COMUNIDADES DE CONCEPCIÓN DE LA PARROQUIA CONCEPCIÓN, ALTO TAMBO DE LA PARROQUIA ALTO TAMBO Y LA BOCA DE LA PARROQUIA CARONDELET, DEL CANTÓN SAN LORENZO, PROVINCIA DE ESMERALDAS","360.73.06.05","","208904.46","USD"
"ocds-5wno2w-LCC-GADPPz-001-2023-24084","LCC-GADPPz-001-2023-24084-2023-02-15T10:29:21.267Z","ESTUDIOS Y DISEÑO A NIVEL DE CARPETA ASFÁLTICA DE LA VÍA ATAKAPI-LIQUINO (21.3 KM) Y SUS RAMALES (0.230 KM Y 1.00 KM) INGRESOS A ATAKAPI Y OBTENCIÓN DE LA REGULACIÓN AMBIENTAL","510.730601","","280546.79","USD"
"ocds-5wno2w-LICS-CBBF-01-2023-166651","LICS-CBBF-01-2023-166651-2023-02-15T10:29:21.349Z","CONTRATACIÓN DE PÓLIZAS DE SEGUROS EN LOS RAMOS DE VEHÍCULOS, INCENDIO Y VIDA GRUPO PARA LOS BIENES Y PERSONAL OPERATIVO DEL CUERPO DE BOMBEROS DEL CANTON BUENA FE","57.02.01","","16953.75","USD"
"ocds-5wno2w-LICS-CEE-001-2023-2504","LICS-CEE-001-2023-2504-2023-02-15T10:29:21.463Z","SERVICIO DE PILOTAJE PARA EL PROYECTO: CONSTRUCCIÓN DE OBRAS DE CONECTIVIDAD VIAL SOBRE EL RIO UPANO UBICADO EN LA CARRETERA TRONCAL AMAZÓNICA E45, TRAMO MACAS-PUYO PROVINCIA DE MORONA SANTIAGO DE 1023.83 m DE LONGITUD, INCLUYE LA CONSTRUCCIÓN DE TRES PUENTES Y SUS ACCESOS.","6.3.02.53","","815562.57","USD"
"ocds-5wno2w-MCO-GADPRJ-001-2023.-118167","MCO-GADPRJ-001-2023.-118167-2023-02-15T10:28:44.172Z-compiled","Ejecutar el proyecto para las “ADECUACIONES EN CENTRO DEPORTIVO EN BARRIO EL PROGRESO”, con la finalidad de dotar de una mejor infraestructura a los habitantes de la parroquia.","7501070","","60779.86","USD"
"ocds-5wno2w-MCO-GADPRJ-01-2023-113060","MCO-GADPRJ-01-2023-113060-2023-02-15T10:29:20.515Z","CONSTRUCCIÓN DE MUROS INTERIORES, BORDILLOS Y ADOQUINADO  DE COLORES PEATONAL EN EL RECINTO PIÑAS DE LA PARROQUIA JULCUY, CANTÓN JIPIJAPA, PROVINCIA MANABÍ.","7501040","","16922.58","USD"
"ocds-5wno2w-MCO-GADPRJM-001-2023-113564","MCO-GADPRJM-001-2023-113564-2023-02-15T10:29:20.324Z","ACABADOS DE LA CASA COMUNAL DEL CASERIO SAN PEDRO DE LA PARROQUIA JUAN MONTALVO CANTON AMBATO","750104","","30323.54","USD"
"ocds-5wno2w-MCO-GADPRLV-01-2023-243034","MCO-GADPRLV-01-2023-243034-2023-02-15T10:29:02.346Z-compiled","PAVIMENTACIÓN ASFÁLTICA EN LA CALLE ENRIQUE DECKER DESDE LA CALLE A HASTA CALLE H DE LA CABECERA PARROQUIAL LA VICTORIA DEL CANTÓN SALITRE","7.5.01.05","","190717.29","USD"
"ocds-5wno2w-MCO-GADPZCH-002-2023-68478","MCO-GADPZCH-002-2023-68478-2023-02-15T10:29:20.154Z","CONSTRUCCIÓN DE UNA CUBIERTA EN LA UNIDAD EDUCATIVA LUIS TUFIÑO PARA MEJORAR LA ATENCIÓN DE NIÑOS Y JÓVENES, PARROQUIA SAN ANDRÉS, CANTÓN  CHINCHIPE","22.750107.093.0003","","111356.76","USD"
"ocds-5wno2w-MCO-MDMQAZEA-01-2023-41357","MCO-MDMQAZEA-01-2023-41357-2023-02-15T10:29:20.927Z","ASFALTADOS Y CONSTRUCCIÓN DE ACERAS EN LAS PARROQUIAS SAN BARTOLO, CHILIBULO Y LA ARGELIA AZEA","750105","","128532.98","USD"
"ocds-5wno2w-RE-CSCD-EERCS-001-23-56835","RE-CSCD-EERCS-001-23-56835-2023-02-15T10:29:21.325Z","SERVICIO DE PUBLICIDAD EN EL DIARIO ELMERCURIO","52100200300100101103","","12762.00","USD"
"ocds-5wno2w-PE-GADMY-001-2023-38149","PE-GADMY-001-2023-38149-2023-02-18T10:52:55.861Z-compiled","FOMENTO DEL SECTOR PRODUCTIVO EMPRENDIMIENTOS Y PRODUCCION AGROPECUARIA DEL CANTON YANTZAZA","7.3.02.49","","28571.43","USD"
"ocds-5wno2w-RE-CEPGPZCH-002-2023-68478","RE-CEPGPZCH-002-2023-68478-2023-02-24T10:51:46.177Z-compiled","ADQUISICIÓN DE COMBUSTIBLE PARA LAS EXCAVADORAS DEL DEPARTAMENTO DE RIEGO Y DRENAJE DEL GAD PROVINCIAL DE ZAMORA CHINCHIPE","33.730803.110.0130","","7591.20","USD"
"ocds-5wno2w-RECSCD-GADC-18156-23-2616","RECSCD-GADC-18156-23-2616-2023-02-24T10:51:46.089Z-compiled","SERVICIO DE PAUTAJE EDUCOMUNICACIONAL EN MEDIOS DIGITALESY MEDIOS DE COMUNICACIÓN TRADICIONALES Y NO TRADICION ALESPARA LA DIFUSION DE PREVENCION, SALUD, VALORES Y SOLIDARIDADCIUDADANA","7.1.11.3.02.07","","240000.00","USD"
"ocds-5wno2w-MCS-GADMSUC-002-2023-42986","MCS-GADMSUC-002-2023-42986-2023-03-01T11:25:01.446Z-compiled","SERVICIO DE LOGÍSTICA PARA LA EJECUCIÓN DEL PROYECTO “FORTALECIMIENTO CULTURAL Y FOMENTO DE FERIAS DE EMPRENDIMIENTOS LOCALES”","00.00.F100.11.730205.005.000","","37752.00","USD"
"ocds-5wno2w-RE-CPD-CS-001-2023-62519","RE-CPD-CS-001-2023-62519-2023-03-01T11:25:28.781Z-compiled","CONTRATACIÓN DEL SERVICIO DE ELABORACIÓN Y EJECUCIÓN DE CAMPAÑAS COMUNICACIONALES PARA LA DIFUSIÓN DE DERECHOS DE GRUPOS DE ATENCIÓN PRIORITARIA: SENSIBILIZACIÓN A LA CIUDADANÍA SOBRE DERECHOS DE LOS PUEBLOS Y NACIONALIDADES EN EL DMQ PERSONAS INDÍGE","730207","","80484.46","USD"
"ocds-5wno2w-RE-GADMCV-001-2023-2578","RE-GADMCV-001-2023-2578-2023-02-15T10:28:47.212Z-compiled","PROYECTO PROMOCION PATRIMONIAL, TRADICIONAL CULTURAL CARNAVALES 2023","73.02.05.2023.007.002.001.002","","123000.00","USD"
"ocds-5wno2w-RE-GADMEA-001-2023-175195","RE-GADMEA-001-2023-175195-2023-02-15T10:28:46.256Z","FESTIVAL CULTURAL AL RITMO DE DANZA Y MARIMBA","7.3.02.05","","200000.00","USD"
"ocds-5wno2w-RE-GADMAT-01-2023-39194","RE-GADMAT-01-2023-39194-2023-02-18T10:52:43.552Z-compiled","SERVICIO DE PROMOCION Y DIFUSION DEL EVENTO CULTURAL TURISTICO PRODUCTIVO Y RECREATIVO DE CARNAVAL","73.02.05","","20000.00","USD"
"ocds-5wno2w-RE-GADMPA-2023-0001-39712","RE-GADMPA-2023-0001-39712-2023-02-18T10:52:57.107Z-compiled","PROMOCIÓN Y COMUNICACIÓN DE ACTIVIDADESARTISITICAS CULTURALES, EN EL RESCATE DE LASTRADICIONES ANCESTRALES DEL CANTÓN PASAJE","73.02.05","","45000.00","USD"
"ocds-5wno2w-RE-GADMSF-001-2023-86018","RE-GADMSF-001-2023-86018-2023-02-25T11:00:04.262Z-compiled","EJECUCIÓN DEL PROYECTO CULTURAL, TRADICIONAL PARA EL RESCATE DE LAS TRADICIONES Y COSTUMBRES DE CARNAVAL DEL GULLAN 2023","2.1.2.73.02.05.07","","13360.00","USD"
"ocds-5wno2w-RE-EMUCEEP-001-2023-289014","RE-EMUCEEP-001-2023-289014-2023-03-01T11:25:02.731Z-compiled","??CONTRATACIÓN DEL SERVICIO PARA LA PROVISIÓN DE GAS LICUADO DE PETRÓLEOGLP PARA LOS SERVICIOS DE CREMACIÓN DE LA EMUCE EP?","A200.201.01.00.630255.000.1","","31077.48","USD"
"ocds-5wno2w-RE-GADPRCHP-01-203-35291","RE-GADPRCHP-01-203-35291-2023-02-15T10:28:48.138Z","EVENTO PÚBLICO CON LA PARTICIPACIÓN DE LOS CIUDADANOS LOCALES, PARA RESCATAR LOS SABERES, CULTURA Y TRADICIONES EN LA PARROQUIA CHONTA PUNTA, CANTÓN TENA, PROVINCIA DE NAPO","730205","","30000.00","USD"
"ocds-5wno2w-REGADPRE-001-2023-115590","REGADPRE-001-2023-115590-2023-02-15T10:28:47.676Z","PROYECTO FORTALECIMIENTO A LA PRODUCCIÓN PISCÍCOLA, MEDIANTE DOTACIÓN DE ALEVINES Y CONFORMACIÓN Y REHABILITACIÓN DE PISCINAS EN LAS COMUNIDADES DE LA PARROQUIA ENOKANQUI CANTÓN JOYA DE LOS SACHAS PROVINCIA DE ORELLANA","730814","","25000.15","USD"
"ocds-5wno2w-RE-GADPRPN-001-2023-37104","RE-GADPRPN-001-2023-37104-2023-02-15T10:28:45.802Z","FORTALECIMIENTO CULTURAL Y TURÍSTICO PUERTO NAPO 2023","73.02.05","","50000.00","USD"
"ocds-5wno2w-RE-GADPG-2023-001-110911","RE-GADPG-2023-001-110911-2023-02-25T11:00:15.668Z-compiled","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA LA VOLQUETA PERTENECIENTE AL GOBIERNO PARROQUIAL DE GUADALUPE","73.08.13","","12736.05","USD"
"ocds-5wno2w-RE-GADMSPP-01-2023-85942","RE-GADMSPP-01-2023-85942-2023-02-24T10:51:48.256Z-compiled","?SERVICIO DE MANTENIMIENTO DE MAQUINA RETROEXCAVADORA JCB-3CX?.","7.3.08.13","","8661.86","USD"
"ocds-5wno2w-RE-GNAP-001-2023-91539","RE-GNAP-001-2023-91539-2023-02-15T10:29:21.018Z","Contratación para la Adquisición de Repuestos y Accesorios, Lubricantes, Incluye el Mantenimiento Preventivo-Correctivo de los Vehículos de la Gobernación de Napo, para el año 2023.","2023.050.0015.0000.55.00.000.002.000.1501.530813.000000.001.0000.0000-","","8900.00","USD"
"ocds-5wno2w-RE-INAMHI-001-2023-2520","RE-INAMHI-001-2023-2520-2023-02-28T10:45:44.960Z-compiled","? CONTRATACION DEL SERVICIO DE INTERNET, ENLACE DE DATOS Y SEGURIDAD PERIMETRAL DEL INSTITUTO NACIONAL DE METEOROLOGÍA E HIDROLOGÍA?","2023.422.0000.0000.01.00.000.002.000.1701.530105.000000.001.0000.0000-","","42122.68","USD"
